reviewStatus,suggestedCategory,categories,name,rating,reviewCount,address,googlePrimaryType,businessStatus,googleMapsUri,googlePlaceId,matchedQueries,notes
"approved","dive","dive","Amigos Dive Center","4.8","1050","Panagsama Beach, Moalboal, 6032 Cebu","sports_activity_location","OPERATIONAL","https://maps.google.com/?cid=3590270686464582605&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJG1a5Su3pqzMRzSM40io00zE","dive shop | scuba diving",""
"approved","dive","dive","Amo Diving","4","90","X928+97X, Panagsama Beach, Moalboal, 6032 Cebu","sporting_goods_store","OPERATIONAL","https://maps.google.com/?cid=3904814613093621042&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJM8AJZDHpqzMRMh0ztzOwMDY","dive shop | scuba diving",""
"approved","dive","dive","Cebu Fun Divers","4.9","456","Sitio Talisay Rd, Basdiot, Moalboal, 6032 Cebu","sports_activity_location","OPERATIONAL","https://maps.google.com/?cid=14473057440936348209&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ8QQzNt3oqzMRMcrVnA-h2sg","dive shop | scuba diving | snorkeling tour",""
"approved","dive","dive","Dive LAB Cebu","4.8","73","Panagsama Beach, Moalboal, Cebu","sports_activity_location","OPERATIONAL","https://maps.google.com/?cid=11119412758579254099&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJrwukFOOWqTMRUxMQov0WUJo","dive shop | scuba diving | snorkeling tour",""
"approved","dive","dive","DIVESTORY MOALBOAL SCUBA DIVING CENTER","4.8","271","DIVESTORY MOALBOAL, Panagsama Beach, Basdiot, Moalboal, 6032 Cebu","sports_activity_location","OPERATIONAL","https://maps.google.com/?cid=1263549945713625321&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ2UTerTPpqzMR6Yg5JvsHiRE","dive shop | scuba diving",""
"approved","dive","dive","FLOI DIVING CENTER","4.9","227","Panagsama Beach, Moalboal, Cebu","sporting_goods_store","OPERATIONAL","https://maps.google.com/?cid=4229528040873263566&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJEbNsZ5LpqzMRzgHOG1hNsjo","dive shop | scuba diving",""
"approved","dive","dive","Freediving Planet Moalboal","4.8","203","Brgy, Tuble Rd, Basdiot, Moalboal, 6032 Cebu","sports_activity_location","OPERATIONAL","https://maps.google.com/?cid=1212549068720739461&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJZSkPib7oqzMRhZTUIfTW0xA","dive shop | scuba diving | snorkeling tour",""
"approved","dive","dive | transport","Johns Adventure And Tours","4.9","73","Panagsama Rd, Moalboal, 6032 Cebu","tour_agency","OPERATIONAL","https://maps.google.com/?cid=17452488931802613829&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJufuP5w_pqzMRRQiIWjeyM_I","snorkeling tour | tour operator | travel agency",""
"approved","dive","dive","June Dive Resort","4.7","164","Panagsama Rd, Moalboal, Cebu","sports_activity_location","OPERATIONAL","https://maps.google.com/?cid=11351851473981993079&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJGbsW0MDoqzMRd_CwWcXgiZ0","dive shop | scuba diving",""
"approved","dive","dive","Kasai Village Dive Resort","4.4","231","Moalboal, 6032 Cebu","resort_hotel","OPERATIONAL","https://maps.google.com/?cid=16558211760192398933&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","ChIJXSXwVWLoqzMRVab24d2VyuU","scuba diving",""
"approved","dive","dive","Klyd-Freediving/FunDive And Tours","4.9","105","C.Schmitz Road, Moalboal, 6032 Cebu","tour_agency","OPERATIONAL","https://maps.google.com/?cid=257710203787729123&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJWdmV9UbpqzMR49jCnxCSkwM","snorkeling tour | tour operator",""
"approved","dive","dive | transport","La Adventura Travel and Tours Moalboal","5","27","Panagsama Beach, Moalboal, 6032 Cebu","travel_agency","OPERATIONAL","https://maps.google.com/?cid=13109760238994880873&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJQT8i7ZbpqzMRaXnUl3o577U","snorkeling tour | tour operator | travel agency",""
"approved","dive","dive","M.B. Ocean Blue Dive Center","4.3","108","6032 Cebu, Moalboal, Panagsama Beach","resort_hotel","OPERATIONAL","https://maps.google.com/?cid=18133591685782181011&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJaZ-0l8PoqzMRkxQG9Y91p_s","dive shop",""
"approved","dive","dive","M&L Diver Town","4.5","38","Panagsama Rd, Moalboal, 6032 Cebu","sporting_goods_store","OPERATIONAL","https://maps.google.com/?cid=13951989114522898619&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJAcin-sPoqzMRuxBByS1sn8E","dive shop",""
"approved","dive","dive","Moalboal Dive Center","4.9","32","Panagsama Rd, Moalboal, 6032 Cebu","sporting_goods_store","OPERATIONAL","https://maps.google.com/?cid=11347663136160573076&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJjU1NEgDpqzMRlGal9X__ep0","dive shop | scuba diving",""
"approved","dive","dive | transport","Moalboal Sardines Run","4.3","310","Panagsama Beach, Moalboal, 6032 Cebu","tour_agency","OPERATIONAL","https://maps.google.com/?cid=7505367752978782264&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ5XeYhgXpqzMRONj4yDRsKGg","snorkeling tour | tour operator | travel agency",""
"approved","dive","dive | transport","MOALBOAL SNORKELING/SCUBA TRAVEL AND TOURS","4.7","50","Panagsama Beach, Moalboal, 6032 Cebu","tour_agency","OPERATIONAL","https://maps.google.com/?cid=95848263097423955&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJucZgZ3PpqzMRU5hCynyFVAE","scuba diving | snorkeling tour | tour operator | travel agency",""
"approved","dive","dive","Nelson's Dive Center","4.4","98","X928+2C7, Panagsama Rd, Moalboal, Cebu","sporting_goods_store","OPERATIONAL","https://maps.google.com/?cid=13910767864629063315&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJQ5rbNsHoqzMRk24ipKv5DME","dive shop",""
"approved","dive","dive","Neptune Diving Resort Moalboal","4.7","416","W9X8+99G, Panagsama Beach, Basdiot, Moalboal, 6032 Cebu","hotel","OPERATIONAL","https://maps.google.com/?cid=6453084128571441502&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJg5dcOsHoqzMRXkE2NdP1jVk","dive shop | scuba diving",""
"approved","dive","dive","Ocean Passion Dive Center","4.7","45","Panagsama Beach, Moalboal, Cebu","sporting_goods_store","OPERATIONAL","https://maps.google.com/?cid=5227333258582212509&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJl8_JpkHpqzMRnb9gMOc3i0g","dive shop",""
"approved","dive","dive","Pescador Diving Center","4.9","158","Basdiot, Moalboal, 6032 Cebu","tour_agency","OPERATIONAL","https://maps.google.com/?cid=8779855657933677405&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJrb8WGO3pqzMRXSNXBjRQ2Hk","dive shop | scuba diving",""
"approved","dive","dive | transport","RI RI TRAVEL & TOURS","4.9","67","Moalboal Moal boal, Cebu City, 6000 Cebu","tour_agency","OPERATIONAL","https://maps.google.com/?cid=15838646664751908478&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJCTCrXGbpqzMRfoZ2jzktzts","snorkeling tour | tour operator | travel agency",""
"approved","dive","dive","Sabanal Dive","4.8","84","Panagsama Beach, Moalboal, 6032 Cebu","tour_agency","OPERATIONAL","https://maps.google.com/?cid=18080741119760364174&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJC6ROox3pqzMRjnIdp0Cy6_o","dive shop | scuba diving | snorkeling tour",""
"approved","dive","dive","Savedra Dive Center","4.8","971","6032 Panagsama Beach, Moalboal, Cebu","sports_activity_location","OPERATIONAL","https://maps.google.com/?cid=3378652117202168423&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJk09J2irmqzMRZ-p0ITNi4y4","dive shop | scuba diving",""
"approved","dive","dive","Scuba Princess Moalboal","5","26","The Blue Orchid Resort Moalboal, Cebu, 6032 Cebu","sports_activity_location","OPERATIONAL","https://maps.google.com/?cid=8949795329534145044&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJU5K-1PHpqzMRFDJVJW8PNHw","scuba diving",""
"approved","dive","dive | transport","South Travel Adventures","4.8","45","Beside at Floi Diving Center, Panagsama Beach, Moalboal, 6032 Cebu","travel_agency","OPERATIONAL","https://maps.google.com/?cid=5701629763982528545&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJg3Tt45vpqzMRIRD50g9CIE8","snorkeling tour | tour operator | travel agency",""
"approved","dive","dive","The Blue Abyss Dive Shop","4.5","72","Panagsama Beach, Moalboal, 6032 Cebu","sporting_goods_store","OPERATIONAL","https://maps.google.com/?cid=17368224308240409156&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJD5k9P73oqzMRRGL5z_xTCPE","dive shop",""
"approved","eat","eat","2PM CAFE","4.9","194","Panagsama Beach, Moalboal, 6042 Cebu","cafe","OPERATIONAL","https://maps.google.com/?cid=15433509795280864522&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJYW-p-QnpqzMRCkU6eWPXLtY","cafe",""
"approved","eat","eat","AJ Street Thai Food Moalboal","4.6","408","Panagsama Rd, Basdiot, Moalboal, 6032 Cebu","restaurant","OPERATIONAL","https://maps.google.com/?cid=15648424649472626644&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ7V-19WjpqzMR1E9ITk9fKtk","fast food restaurant",""
"approved","eat","eat","Alburs Moal Boal","4.7","298","X929+53F, Panagsama Beach, tuble Road, Moalboal, Cebu","restaurant","OPERATIONAL","https://maps.google.com/?cid=14595997247992771991&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJr1deMQDpqzMRlzUwBSpmj8o","fast food restaurant",""
"approved","eat","eat | shop","Bawud Cafe Moalboal","4.2","1102","Panagsama Main Road, Basdiot, Moalboal, 6032 Cebu","coffee_shop","OPERATIONAL","https://maps.google.com/?cid=7935593270783138039&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJw4LlVxnpqzMR91gCAwnkIG4","cafe | bakery | grocery store | shopping",""
"approved","eat","eat","Betsy’s Grill and Restobar(Moalboal)","4.7","869","Panagsama Rd, Moalboal, 6032 Cebu","restaurant","OPERATIONAL","https://maps.google.com/?cid=16099586603074864017&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJDyU0Ht3pqzMRkUPqWrc4bd8","restaurant | fast food restaurant | local food",""
"approved","eat","eat","Black Summer","4.2","106","Panagsama Rd, Basdiot, Moalboal, 6032 Cebu","association_or_organization","OPERATIONAL","https://maps.google.com/?cid=5623930712815320493&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJT49B_n3pqzMRrT3Eui83DE4","bar | fast food restaurant",""
"approved","eat","eat","Blue Mango Bar - Restaurant","4.6","1035","Panagsama Road, Corner Tuble Rd, Moalboal, 6032 Cebu","restaurant","OPERATIONAL","https://maps.google.com/?cid=18217660590549318163&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJGTfR4EbpqzMREzpTKskh0vw","restaurant | cafe | bar | fast food restaurant | local food",""
"approved","eat","eat","Bombilland Grill and Restaurant","4.6","38","WCC3+26M, Moalboal, Cebu","restaurant","OPERATIONAL","https://maps.google.com/?cid=6612095315703132344&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","ChIJU3NRKADpqzMRuHCCQajhwls","restaurant",""
"approved","eat","eat","Chicken from Yura","4.9","40","Panagsama Rd, Moalboal, 6032 Cebu","restaurant","OPERATIONAL","https://maps.google.com/?cid=6616117794152142443&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ9x0jtrTpqzMRa1aUgBQs0Vs","fast food restaurant",""
"approved","eat","eat","COCOFI","5","122","Panagsama Beach, Basdiot, Moalboal, 6032 Cebu","coffee_shop","OPERATIONAL","https://maps.google.com/?cid=18066417027233390502&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ20y1XbjpqzMRpp9Q-JDOuPo","cafe",""
"approved","eat","eat","Coffee Spot Moalboal","4.4","53","Panagsama Rd, Basdiot, Moalboal, 6032 Cebu","coffee_shop","OPERATIONAL","https://maps.google.com/?cid=16382285785977140430&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ0eArJRPpqzMRzjQZEiCSWeM","cafe | bakery",""
"approved","eat","eat","DC | Davidov Chef Restaurant","4.7","295","Panagsama Rd, Moalboal, 6032 Cebu","restaurant","OPERATIONAL","https://maps.google.com/?cid=16075434294190734080&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJXzyaPZDpqzMRAPteu1FqF98","restaurant | local food",""
"approved","eat","eat | shop","El Mercado de Moalboal","4.6","580","community stage, Panagsama Rd, Basdiot, Moalboal, 6032 Cebu","food_court","OPERATIONAL","https://maps.google.com/?cid=16946553169965496893&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJpxa-EJHpqzMRPToQR1JALus","fast food restaurant | local food | grocery store | supermarket | shopping",""
"approved","eat","eat","Ester's Bar","4.4","189","X928+576, Panagsama Beach, Moalboal, 6032 Cebu","bar","OPERATIONAL","https://maps.google.com/?cid=842554021069658869&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ_Rd4LcHoqzMR9RrvCWtasQs","bar",""
"approved","eat","eat","Fire & Ice - Burgers and Sizzlers","4.7","80","Bao street, Poblacion West, Moalboal, 6032 Cebu","restaurant","OPERATIONAL","https://maps.google.com/?cid=12180014832920405007&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJNazvSFjpqzMRD6Q1Q_UaCKk","fast food restaurant",""
"approved","eat","eat","Grace Bar","4.8","49","X928+2XC, Panagsama Rd, Moalboal, Cebu","bar","OPERATIONAL","https://maps.google.com/?cid=13405875273386957364&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJEaKlcwDpqzMRNBpspYg8C7o","bar",""
"approved","eat","eat","Haze Bar","4.7","232","Haze Bar, Panagsama Rd, Moalboal, 6032 Cebu","bar","OPERATIONAL","https://maps.google.com/?cid=1340912179032238224&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJHUV6ELvpqzMRkCg2uoXgmxI","bar",""
"approved","eat","eat","Hungry Monkeys Moalboal","4.6","2645","Panagsama Rd, Basdiot, Moalboal, 6032 Cebu","restaurant","OPERATIONAL","https://maps.google.com/?cid=2226127232283072578&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJIyWiPYDpqzMRQlgOWezK5B4","restaurant | fast food restaurant | local food",""
"approved","eat","eat","ISLA BAR","4.8","1702","Panagsama Road, Corner Tuble Rd, Moalboal, 6032 Cebu","restaurant","OPERATIONAL","https://maps.google.com/?cid=11541506838548396578&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJOS8WVXHpqzMRIjpr9FGrK6A","restaurant | bar | local food",""
"approved","eat","eat","Island Tea Co. & Ceylon Coffee Club","4.6","107","W9PV+8HP, Santander - Barili - Toledo Rd, Moalboal, Cebu","coffee_shop","OPERATIONAL","https://maps.google.com/?cid=11449607147498237296&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJZeJDpPXpqzMRcO1nvAkt5Z4","cafe",""
"approved","eat","eat","Island Wok Restaurant","4.4","127","Unnamed Road, Moalboal, Cebu","restaurant","OPERATIONAL","https://maps.google.com/?cid=2403549294597470142&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","ChIJdSu94MLoqzMRvnefUFkfWyE","restaurant",""
"approved","eat","eat","Jollibee Moalboal","4.3","620","Moalboal Plaza, Poblacion West, Moalboal, 6032 Cebu","fast_food_restaurant","OPERATIONAL","https://maps.google.com/?cid=3287728581952564791&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJz2LJcZPpqzMRN24u5blboC0","fast food restaurant",""
"approved","eat","eat","Julie's Bakeshop","4.6","29","W9QV+56V, Santander - Barili - Toledo Rd, Moalboal, Cebu","bakery","OPERATIONAL","https://maps.google.com/?cid=17064912295462464846&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJfzmVhvjoqzMRTm08plG_0uw","bakery",""
"approved","eat","eat","Kugita Seafood & Charcoal Grill","4.4","417","Panagsama Rd, Moalboal, 6032 Cebu","restaurant","OPERATIONAL","https://maps.google.com/?cid=3524780132379159455&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJoceNFxrpqzMRn2vQ9dqI6jA","restaurant | local food",""
"approved","eat","eat","Kumbira Restaurant & Bar","4.8","131","W9X9+X3Q, Panagsama Rd, Moalboal, Cebu","restaurant","OPERATIONAL","https://maps.google.com/?cid=15044288909708079555&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJi91vcwDpqzMRw7F_KQ4NyNA","restaurant | local food",""
"approved","eat","eat","KYRO Café – Coffee, Breakfast & Pastries in Moalboal","4.9","723","Panagsama Beach, Moalboal, 6032 Cebu","cafe","OPERATIONAL","https://maps.google.com/?cid=3152407868175191208&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJJTjavenpqzMRqIy6AUGavys","cafe | bakery",""
"approved","eat","eat","Lamika Moalboal Café and Restaurant","4.9","308","Panagsama Rd, Basdiot, Moalboal, 6032 Cebu","cafe","OPERATIONAL","https://maps.google.com/?cid=17464677420796431815&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJqUzJNg3pqzMRx01bF5X_XvI","cafe | local food",""
"approved","eat","transport","LAST FILLING STATION Restaurant","4.1","385","W9W8+MJJ, Basdiot, Moalboal, 6032 Cebu","restaurant","OPERATIONAL","https://maps.google.com/?cid=15570136164854727291&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJc8c3m2boqzMRewKhClk8FNg","gas station",""
"approved","eat","eat","Le Bistro Moalboal","4.2","279","Panagsama Rd, Moalboal, 6032 Cebu","restaurant","OPERATIONAL","https://maps.google.com/?cid=16666432797731841941&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJXRXrbJbpqzMRlee5tVMQS-c","cafe | bakery",""
"approved","eat","eat","Le café Français","4.6","442","W9XC+9GM, Moalboal, 6032 Cebu","french_restaurant","OPERATIONAL","https://maps.google.com/?cid=17220650823262731464&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ6d5iRQ3pqzMRyPycUa8K_O4","cafe | bakery",""
"approved","eat","eat","Lmao","4.8","81","Paramayon St, Poblacion East, Moalboal, 6032 Cebu","restaurant","OPERATIONAL","https://maps.google.com/?cid=17324004732607087497&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","ChIJVZiENZrpqzMRiUM7joQ6a_A","restaurant",""
"approved","eat","eat","Lola Tanciang's Sutukil Seafood Paluto - Moalboal","4.5","1342","Panagsama Road, Brgy, Panagsama Beach, Moalboal, 6032 Cebu","restaurant","OPERATIONAL","https://maps.google.com/?cid=7052226131381692500&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJG6lQTRjpqzMRVKi7XE2K3mE","restaurant | local food",""
"approved","eat","eat","Lovegan Cafe","4.8","330","Panagsama Rd, Moalboal, Cebu","vegan_restaurant","OPERATIONAL","https://maps.google.com/?cid=14318675430803939531&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ7XmSMgDpqzMRy6Au03AntsY","cafe",""
"approved","eat","eat","Manang Fe BBQ-Moalboal Cebu","4.3","92","W9X9+X59 Manang Fe BBQ, Panagsama Rd, Moalboal, 6032 Cebu","barbecue_restaurant","OPERATIONAL","https://maps.google.com/?cid=2714558078340815021&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJTzOZsjbpqzMRrdirnTAMrCU","fast food restaurant",""
"approved","eat","eat","Mashiso Restaurant","5","21","Moalboal, Cebu","restaurant","OPERATIONAL","https://maps.google.com/?cid=3236656697246849774&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","ChIJuxJ5BADpqzMR7ppJGx7q6iw","restaurant",""
"approved","eat","eat","Mila's Restaurant","4.2","508","X929+53F, Tubli Rd, Moalboal, Cebu","restaurant","OPERATIONAL","https://maps.google.com/?cid=14809571576763730860&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","ChIJh_6Cfm3pqzMRrEu5dOIqhs0","restaurant",""
"approved","eat","eat","Moalboal Beer Garden","5","24","Panagsama Rd, Basdiot, Moalboal, 6032 Cebu","bar","OPERATIONAL","https://maps.google.com/?cid=13766967745195099097&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJMYJIvbzpqzMR2UOdRjkYDr8","bar",""
"approved","eat","eat","Nomad Restobar","4.6","179","C.Schmitz Road, Moalboal, Cebu","restaurant","OPERATIONAL","https://maps.google.com/?cid=504677233675737671&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ1zgfOnrpqzMRRxp4J0X5AAc","bar",""
"approved","eat","eat | shop","Ô délices French Bakery","4.9","1027","Panagsama Rd, Moalboal, Cebu","bakery","OPERATIONAL","https://maps.google.com/?cid=1836056665816496966&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJx-SKl7DpqzMRRvt6Sc_7ehk","cafe | bakery | grocery store | shopping",""
"approved","eat","eat","Panyang BBQ Pork Belly and Chicken","4.7","33","Santander - Barili - Toledo Rd, Moalboal, Cebu","barbecue_restaurant","OPERATIONAL","https://maps.google.com/?cid=5570528563914268467&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","ChIJadtnr_joqzMRM99GBzd-Tk0","restaurant",""
"approved","eat","eat","PAPABO Panagsama","4.6","75","Moalboal, Cebu","restaurant","OPERATIONAL","https://maps.google.com/?cid=9067796399915187994&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJF_DpNQDpqzMRGr-CUMhI130","fast food restaurant",""
"approved","eat","eat","PAPABO Pirate Beach","4.6","29","Panagsama Beach, Moalboal, 6032 Cebu","beer_garden","OPERATIONAL","https://maps.google.com/?cid=5216395702025483166&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJqaBIHAvpqzMRnnMa20BcZEg","bar",""
"approved","eat","eat","Passion Desserts","4.7","21","El Mercado de Moalboal, Panagsama Rd, Barangay Basdiot, Moalboal, 6032 Cebu","pastry_shop","OPERATIONAL","https://maps.google.com/?cid=5207980469256400278&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJe8nuGI3pqzMRli0zy6R2Rkg","bakery",""
